Learning...
Will stop when curEpoch >= 2000 or bestVal >= 0.999000
Will save the best NeuraNet in ./bestnn.txt at each improvement
Will not save GenAlg
Improvement at epoch 1: 0.666667 (in 0:0:0:0s)  
epoch 2 (in 0:0:0:0s)     
epoch 3 (in 0:0:0:0s)     
epoch 4 (in 0:0:0:0s)     
epoch 5 (in 0:0:0:0s)     
epoch 401 (in 0:0:0:2s)     
epoch 402 (in 0:0:0:2s)     
epoch 403 (in 0:0:0:2s)     
epoch 404 (in 0:0:0:2s)     
epoch 405 (in 0:0:0:2s)     
epoch 406 (in 0:0:0:2s)     
epoch 407 (in 0:0:0:2s)     
epoch 408 (in 0:0:0:2s)     
epoch 409 (in 0:0:0:2s)     
epoch 410 (in 0:0:0:2s)     
epoch 411 (in 0:0:0:2s)     
epoch 412 (in 0:0:0:2s)     
epoch 413 (in 0:0:0:2s)     
epoch 414 (in 0:0:0:2s)     
epoch 415 (in 0:0:0:2s)     
epoch 416 (in 0:0:0:2s)     
epoch 417 (in 0:0:0:2s)     
epoch 418 (in 0:0:0:2s)     
epoch 419 (in 0:0:0:2s)     
epoch 420 (in 0:0:0:2s)     
epoch 421 (in 0:0:0:2s)     
epoch 422 (in 0:0:0:2s)     
epoch 423 (in 0:0:0:2s)     
epoch 424 (in 0:0:0:2s)     
epoch 425 (in 0:0:0:2s)     
epoch 426 (in 0:0:0:2s)     
epoch 427 (in 0:0:0:2s)     
epoch 428 (in 0:0:0:2s)     
epoch 429 (in 0:0:0:2s)     
epoch 430 (in 0:0:0:2s)     
epoch 431 (in 0:0:0:2s)     
epoch 432 (in 0:0:0:2s)     
epoch 433 (in 0:0:0:2s)     
epoch 434 (in 0:0:0:2s)     
epoch 435 (in 0:0:0:2s)     
epoch 436 (in 0:0:0:2s)     
epoch 437 (in 0:0:0:2s)     
epoch 438 (in 0:0:0:2s)     
epoch 439 (in 0:0:0:2s)     
epoch 440 (in 0:0:0:2s)     
epoch 441 (in 0:0:0:2s)     
epoch 442 (in 0:0:0:2s)     
epoch 443 (in 0:0:0:2s)     
epoch 444 (in 0:0:0:2s)     
epoch 445 (in 0:0:0:2s)     
epoch 446 (in 0:0:0:2s)     
epoch 447 (in 0:0:0:2s)     
epoch 448 (in 0:0:0:2s)     
epoch 449 (in 0:0:0:2s)     
epoch 450 (in 0:0:0:2s)     
epoch 451 (in 0:0:0:2s)     
epoch 452 (in 0:0:0:2s)     
epoch 453 (in 0:0:0:2s)     
epoch 454 (in 0:0:0:2s)     
epoch 455 (in 0:0:0:2s)     
epoch 456 (in 0:0:0:2s)     
epoch 457 (in 0:0:0:2s)     
epoch 458 (in 0:0:0:2s)     
epoch 459 (in 0:0:0:2s)     
epoch 460 (in 0:0:0:2s)     
epoch 461 (in 0:0:0:2s)     
epoch 462 (in 0:0:0:2s)     
epoch 463 (in 0:0:0:2s)     
epoch 464 (in 0:0:0:2s)     
epoch 465 (in 0:0:0:2s)     
epoch 466 (in 0:0:0:2s)     
epoch 467 (in 0:0:0:2s)     
epoch 468 (in 0:0:0:2s)     
epoch 469 (in 0:0:0:2s)     
epoch 470 (in 0:0:0:2s)     
epoch 471 (in 0:0:0:2s)     
epoch 472 (in 0:0:0:2s)     
epoch 473 (in 0:0:0:2s)     
epoch 474 (in 0:0:0:2s)     
epoch 475 (in 0:0:0:2s)     
epoch 476 (in 0:0:0:2s)     
epoch 477 (in 0:0:0:2s)     
epoch 478 (in 0:0:0:2s)     
epoch 479 (in 0:0:0:2s)     
epoch 480 (in 0:0:0:2s)     
epoch 481 (in 0:0:0:2s)     
epoch 482 (in 0:0:0:2s)     
epoch 483 (in 0:0:0:2s)     
epoch 484 (in 0:0:0:2s)     
epoch 485 (in 0:0:0:3s)     
epoch 486 (in 0:0:0:3s)     
epoch 487 (in 0:0:0:3s)     
epoch 488 (in 0:0:0:3s)     
epoch 489 (in 0:0:0:3s)     
epoch 490 (in 0:0:0:3s)     
epoch 491 (in 0:0:0:3s)     
epoch 492 (in 0:0:0:3s)     
epoch 493 (in 0:0:0:3s)     
epoch 494 (in 0:0:0:3s)     
epoch 495 (in 0:0:0:3s)     
epoch 496 (in 0:0:0:3s)     
epoch 497 (in 0:0:0:3s)     
epoch 498 (in 0:0:0:3s)     
epoch 499 (in 0:0:0:3s)     
epoch 500 (in 0:0:0:3s)     
epoch 501 (in 0:0:0:3s)     
epoch 502 (in 0:0:0:3s)     
epoch 503 (in 0:0:0:3s)     
epoch 504 (in 0:0:0:3s)     
epoch 505 (in 0:0:0:3s)     
epoch 506 (in 0:0:0:3s)     
epoch 507 (in 0:0:0:3s)     
epoch 508 (in 0:0:0:3s)     
epoch 509 (in 0:0:0:3s)     
epoch 510 (in 0:0:0:3s)     
epoch 511 (in 0:0:0:3s)     
epoch 512 (in 0:0:0:3s)     
epoch 513 (in 0:0:0:3s)     
epoch 514 (in 0:0:0:3s)     
epoch 515 (in 0:0:0:3s)     
epoch 516 (in 0:0:0:3s)     
Improvement at epoch 517: 0.693333 (in 0:0:0:3s)  
Improvement at epoch 518: 0.706667 (in 0:0:0:3s)  
epoch 519 (in 0:0:0:3s)     
epoch 520 (in 0:0:0:3s)     
Improvement at epoch 521: 0.960000 (in 0:0:0:3s)  
Improvement at epoch 522: 0.973333 (in 0:0:0:3s)  
epoch 523 (in 0:0:0:3s)     
epoch 524 (in 0:0:0:3s)     
epoch 525 (in 0:0:0:3s)     
epoch 526 (in 0:0:0:3s)     
epoch 527 (in 0:0:0:3s)     
epoch 528 (in 0:0:0:3s)     
epoch 529 (in 0:0:0:3s)     
epoch 530 (in 0:0:0:3s)     
epoch 531 (in 0:0:0:3s)     
epoch 532 (in 0:0:0:3s)     
epoch 533 (in 0:0:0:3s)     
epoch 534 (in 0:0:0:3s)     
epoch 535 (in 0:0:0:3s)     
epoch 536 (in 0:0:0:3s)     
epoch 537 (in 0:0:0:3s)     
epoch 538 (in 0:0:0:3s)     
epoch 539 (in 0:0:0:3s)     
epoch 540 (in 0:0:0:3s)     
epoch 541 (in 0:0:0:3s)     
epoch 542 (in 0:0:0:3s)     
epoch 543 (in 0:0:0:3s)     
epoch 544 (in 0:0:0:3s)     
epoch 545 (in 0:0:0:3s)     
epoch 546 (in 0:0:0:3s)     
epoch 547 (in 0:0:0:3s)     
epoch 548 (in 0:0:0:3s)     
epoch 549 (in 0:0:0:3s)     
epoch 550 (in 0:0:0:3s)     
epoch 551 (in 0:0:0:3s)     
epoch 552 (in 0:0:0:3s)     
epoch 553 (in 0:0:0:3s)     
epoch 554 (in 0:0:0:3s)     
epoch 555 (in 0:0:0:3s)     
epoch 556 (in 0:0:0:3s)     
epoch 557 (in 0:0:0:3s)     
epoch 558 (in 0:0:0:3s)     
epoch 559 (in 0:0:0:3s)     
epoch 560 (in 0:0:0:3s)     
epoch 561 (in 0:0:0:3s)     
epoch 562 (in 0:0:0:3s)     
epoch 563 (in 0:0:0:3s)     
epoch 564 (in 0:0:0:3s)     
epoch 565 (in 0:0:0:3s)     
epoch 566 (in 0:0:0:3s)     
epoch 567 (in 0:0:0:3s)     
epoch 568 (in 0:0:0:3s)     
epoch 569 (in 0:0:0:3s)     
epoch 570 (in 0:0:0:3s)     
epoch 571 (in 0:0:0:3s)     
epoch 572 (in 0:0:0:3s)     
epoch 573 (in 0:0:0:3s)     
epoch 574 (in 0:0:0:3s)     
epoch 575 (in 0:0:0:3s)     
epoch 576 (in 0:0:0:3s)     
epoch 577 (in 0:0:0:3s)     
epoch 578 (in 0:0:0:3s)     
epoch 579 (in 0:0:0:3s)     
epoch 580 (in 0:0:0:3s)     
epoch 581 (in 0:0:0:3s)     
epoch 582 (in 0:0:0:3s)     
epoch 583 (in 0:0:0:3s)     
epoch 584 (in 0:0:0:3s)     
epoch 585 (in 0:0:0:3s)     
epoch 586 (in 0:0:0:3s)     
epoch 587 (in 0:0:0:3s)     
epoch 588 (in 0:0:0:3s)     
epoch 589 (in 0:0:0:3s)     
epoch 590 (in 0:0:0:3s)     
epoch 591 (in 0:0:0:3s)     
epoch 592 (in 0:0:0:3s)     
epoch 593 (in 0:0:0:3s)     
epoch 594 (in 0:0:0:3s)     
epoch 595 (in 0:0:0:3s)     
epoch 596 (in 0:0:0:3s)     
epoch 597 (in 0:0:0:3s)     
epoch 598 (in 0:0:0:3s)     
epoch 599 (in 0:0:0:3s)     
epoch 600 (in 0:0:0:3s)     
epoch 601 (in 0:0:0:3s)     
epoch 602 (in 0:0:0:3s)     
epoch 603 (in 0:0:0:3s)     
epoch 604 (in 0:0:0:3s)     
epoch 605 (in 0:0:0:3s)     
epoch 606 (in 0:0:0:3s)     
epoch 607 (in 0:0:0:3s)     
epoch 608 (in 0:0:0:3s)     
epoch 609 (in 0:0:0:3s)     
epoch 610 (in 0:0:0:3s)     
epoch 611 (in 0:0:0:3s)     
epoch 612 (in 0:0:0:3s)     
epoch 613 (in 0:0:0:3s)     
epoch 614 (in 0:0:0:3s)     
epoch 615 (in 0:0:0:3s)     
epoch 616 (in 0:0:0:3s)     
epoch 617 (in 0:0:0:3s)     
epoch 618 (in 0:0:0:3s)     
epoch 619 (in 0:0:0:3s)     
epoch 620 (in 0:0:0:3s)     
epoch 621 (in 0:0:0:3s)     
epoch 622 (in 0:0:0:3s)     
epoch 623 (in 0:0:0:3s)     
epoch 624 (in 0:0:0:3s)     
epoch 625 (in 0:0:0:3s)     
epoch 626 (in 0:0:0:3s)     
epoch 627 (in 0:0:0:3s)     
epoch 628 (in 0:0:0:3s)     
epoch 629 (in 0:0:0:3s)     
epoch 630 (in 0:0:0:3s)     
epoch 631 (in 0:0:0:3s)     
epoch 632 (in 0:0:0:3s)     
epoch 633 (in 0:0:0:3s)     
epoch 634 (in 0:0:0:3s)     
epoch 635 (in 0:0:0:3s)     
epoch 636 (in 0:0:0:3s)     
epoch 637 (in 0:0:0:3s)     
epoch 638 (in 0:0:0:3s)     
epoch 639 (in 0:0:0:3s)     
epoch 640 (in 0:0:0:3s)     
epoch 641 (in 0:0:0:3s)     
epoch 642 (in 0:0:0:3s)     
epoch 643 (in 0:0:0:3s)     
epoch 644 (in 0:0:0:3s)     
epoch 645 (in 0:0:0:3s)     
epoch 646 (in 0:0:0:3s)     
epoch 647 (in 0:0:0:3s)     
epoch 648 (in 0:0:0:3s)     
epoch 649 (in 0:0:0:3s)     
epoch 650 (in 0:0:0:3s)     
epoch 651 (in 0:0:0:3s)     
epoch 652 (in 0:0:0:3s)     
epoch 653 (in 0:0:0:3s)     
epoch 654 (in 0:0:0:3s)     
epoch 655 (in 0:0:0:3s)     
epoch 656 (in 0:0:0:3s)     
epoch 657 (in 0:0:0:3s)     
epoch 658 (in 0:0:0:3s)     
epoch 659 (in 0:0:0:3s)     
epoch 660 (in 0:0:0:3s)     
epoch 661 (in 0:0:0:3s)     
epoch 662 (in 0:0:0:3s)     
epoch 663 (in 0:0:0:3s)     
epoch 664 (in 0:0:0:3s)     
epoch 665 (in 0:0:0:3s)     
epoch 666 (in 0:0:0:3s)     
epoch 667 (in 0:0:0:3s)     
epoch 668 (in 0:0:0:3s)     
epoch 669 (in 0:0:0:3s)     
epoch 670 (in 0:0:0:3s)     
epoch 671 (in 0:0:0:3s)     
epoch 672 (in 0:0:0:3s)     
epoch 673 (in 0:0:0:3s)     
epoch 674 (in 0:0:0:3s)     
epoch 675 (in 0:0:0:3s)     
epoch 676 (in 0:0:0:3s)     
epoch 677 (in 0:0:0:3s)     
epoch 678 (in 0:0:0:3s)     
epoch 679 (in 0:0:0:3s)     
epoch 680 (in 0:0:0:3s)     
epoch 681 (in 0:0:0:3s)     
epoch 682 (in 0:0:0:3s)     
epoch 683 (in 0:0:0:3s)     
epoch 684 (in 0:0:0:3s)     
epoch 685 (in 0:0:0:3s)     
epoch 686 (in 0:0:0:3s)     
epoch 687 (in 0:0:0:3s)     
epoch 688 (in 0:0:0:3s)     
epoch 689 (in 0:0:0:3s)     
epoch 690 (in 0:0:0:3s)     
epoch 691 (in 0:0:0:3s)     
epoch 692 (in 0:0:0:3s)     
epoch 693 (in 0:0:0:3s)     
epoch 694 (in 0:0:0:3s)     
epoch 695 (in 0:0:0:3s)     
epoch 696 (in 0:0:0:3s)     
epoch 697 (in 0:0:0:3s)     
epoch 698 (in 0:0:0:3s)     
epoch 699 (in 0:0:0:3s)     
epoch 700 (in 0:0:0:3s)     
epoch 701 (in 0:0:0:4s)     
epoch 702 (in 0:0:0:4s)     
epoch 703 (in 0:0:0:4s)     
epoch 704 (in 0:0:0:4s)     
